epoch_utc,ra_rad,dec_rad
1741487700.0,5.2731268900813415,-0.43035115168252847
1741487760.0,5.2732954131800245,-0.43030984988316373
1741487820.0,5.273463927643028,-0.43026853775440804
1741487880.0,5.273632433470088,-0.4302272152982146
1741487940.0,5.273800930660861,-0.4301858825165363
1741488000.0,5.273969419215044,-0.43014453941132974
1741488060.0,5.274137899132309,-0.4301031859845497
1741488120.0,5.274306370412393,-0.4300618222381492
1741488180.0,5.274474833054948,-0.4300204481740829
1741488240.0,5.274643287059677,-0.4299790637943075
1741488300.0,5.274811732426282,-0.42993766910077585
1741488360.0,5.274980169154449,-0.42989626409544107
1741488420.0,5.275148597243865,-0.42985484878026137
1741488480.0,5.275317016694233,-0.42981342315718807
1741488540.0,5.275485427505257,-0.4297719872281794
1741488600.0,5.275653829676638,-0.42973054099518665
1741488660.0,5.2758222232080465,-0.42968908446016635
1741488720.0,5.275990608099219,-0.42964761762507325
1741488780.0,5.276158984349826,-0.42960614049186213
1741488840.0,5.276327351959587,-0.42956465306248776
1741488900.0,5.276495710928205,-0.42952315533890484
1741488960.0,5.276664061255367,-0.4294816473230699
1741489020.0,5.2768324029407925,-0.4294401290169362
1741489080.0,5.277000735984185,-0.42939860042245986
1741489140.0,5.277169060385249,-0.4293570615415942
1741489200.0,5.277337376143668,-0.4293155123762956
1741489260.0,5.277505683259183,-0.4292739529285207
1741489320.0,5.277673981731494,-0.42923238320022056
1741489380.0,5.277842271560291,-0.4291908031933554
1741489440.0,5.278010552745309,-0.4291492129098764
1741489500.0,5.278178825286253,-0.4291076123517401
1741489560.0,5.278347089182825,-0.42906600152090296
1741489620.0,5.278515344434728,-0.42902438041931806
1741489680.0,5.278683591041703,-0.4289827490489419
1741489740.0,5.278851829003467,-0.42894110741173097
1741489800.0,5.279020058319709,-0.4288994555096401
1741489860.0,5.279188278990147,-0.42885779334462226
1741489920.0,5.279356491014521,-0.42881612091863575
1741489980.0,5.279524694392535,-0.42877443823363526
1741490040.0,5.27969288912389,-0.42873274529157734
1741490100.0,5.279861075208344,-0.42869104209441505
1741490160.0,5.2800292526455985,-0.428649328644105
1741490220.0,5.280197421435374,-0.42860760494260347
1741490280.0,5.280365581577392,-0.4285658709918671
1741490340.0,5.280533733071374,-0.42852412679384894
1741490400.0,5.280701875917076,-0.4284823723505054
1741490460.0,5.280870010114165,-0.4284406076637931
1741490520.0,5.2810381356623965,-0.4283988327356668
1741490580.0,5.2812062525615096,-0.428357047568083
1741490640.0,5.281374360811225,-0.42831525216299815
1741490700.0,5.281542460411263,-0.42827344652236715
1741490760.0,5.2817105513613605,-0.4282316306481446
1741490820.0,5.2818786336612416,-0.42818980454228894
1741490880.0,5.2820467073106245,-0.42814796820675477
1741490940.0,5.282214772309282,-0.42810612164349693
1741491000.0,5.282382828656919,-0.4280642648544737
1741491060.0,5.282550876353257,-0.4280223978416381
1741491120.0,5.282718915398066,-0.42798052060694836
1741491180.0,5.282886945791051,-0.427938633152361
1741491240.0,5.283054967531951,-0.42789673547983087
1741491300.0,5.283222980620522,-0.4278548275913144
1741491360.0,5.283390985056499,-0.4278129094887663
1741491420.0,5.283558980839606,-0.42777098117414497
1741491480.0,5.2837269679695975,-0.4277290426494051
1741491540.0,5.283894946446211,-0.4276870939165032
1741491600.0,5.284062916269168,-0.4276451349773958
1741491660.0,5.284230877438241,-0.42760316583403774
1741491720.0,5.28439882995317,-0.42756118648838715
1741491780.0,5.2845667738136735,-0.4275191969423988
1741491840.0,5.284734709019526,-0.42747719719803107
1741491900.0,5.284902635570465,-0.42743518725723695
1741491960.0,5.285070553466229,-0.42739316712197634
1741492020.0,5.285238462706555,-0.42735113679420234
1741492080.0,5.285406363291237,-0.42730909627587504
1741492140.0,5.285574255219975,-0.42726704556894723
1741492200.0,5.285742138492543,-0.42722498467537745
1741492260.0,5.28591001310868,-0.42718291359712024
1741492320.0,5.2860778790681575,-0.4271408323361358
1741492380.0,5.286245736370716,-0.427098740894377
1741492440.0,5.286413585016108,-0.42705663927380216
1741492500.0,5.28658142500411,-0.427014527476366
1741492560.0,5.286749256334439,-0.4269724055040269
1741492620.0,5.28691707900689,-0.42693027335873945
1741492680.0,5.287084893021198,-0.4268881310424638
